voxel_ID x y z sigma_vM epsilon_V^0.0(F)_vM
1712 6 11 0 1.272012e+08 8.217765e-02
1713 6 11 1 1.181420e+08 6.921762e-02
1714 6 11 2 1.224386e+08 9.107523e-02
1715 6 11 3 1.249239e+08 1.265829e-01
1716 6 11 4 1.311144e+08 1.240337e-01
1717 6 11 5 1.218662e+08 7.674907e-02
1718 6 11 6 1.219805e+08 8.256151e-02
1719 6 11 7 1.074583e+08 4.776417e-02
1720 6 11 8 1.041572e+08 8.523737e-02
1721 6 11 9 1.048989e+08 6.962417e-02
1722 6 11 10 1.100923e+08 1.101480e-01
1723 6 11 11 1.101219e+08 1.159653e-01
1724 6 11 12 1.040047e+08 1.270211e-01
1725 6 11 13 1.361985e+08 1.618663e-01
1726 6 11 14 1.257441e+08 1.512428e-01
1727 6 11 15 1.164546e+08 1.501742e-01
1728 6 12 0 1.191481e+08 8.892062e-02
1729 6 12 1 1.276092e+08 1.103588e-01
1730 6 12 2 1.260616e+08 1.003183e-01
1731 6 12 3 1.235006e+08 1.320821e-01
1732 6 12 4 1.270794e+08 1.129907e-01
1733 6 12 5 1.324679e+08 1.154828e-01
1734 6 12 6 1.130937e+08 5.246201e-02
1735 6 12 7 1.028537e+08 8.273677e-02
1736 6 12 8 1.156729e+08 1.141010e-01
1737 6 12 9 1.034426e+08 5.856918e-02
1738 6 12 10 9.844466e+07 8.932813e-02
1739 6 12 11 1.071171e+08 9.479932e-02
1740 6 12 12 1.026890e+08 1.274292e-01
1741 6 12 13 1.173396e+08 1.162618e-01
1742 6 12 14 1.299817e+08 1.674577e-01
1743 6 12 15 1.287533e+08 1.336683e-01
1744 6 13 0 9.782745e+07 1.348643e-01
1745 6 13 1 9.436763e+07 1.243589e-01
1746 6 13 2 1.229182e+08 7.509333e-02
1747 6 13 3 1.222102e+08 8.716077e-02
1748 6 13 4 1.311193e+08 1.464494e-01
1749 6 13 5 1.149378e+08 6.691636e-02
1750 6 13 6 1.111425e+08 1.149661e-01
1751 6 13 7 1.068010e+08 9.767043e-02
1752 6 13 8 1.119020e+08 8.201371e-02
1753 6 13 9 1.258140e+08 1.026996e-01
1754 6 13 10 1.108408e+08 6.696893e-02
1755 6 13 11 1.112753e+08 9.160872e-02
1756 6 13 12 1.396206e+08 1.173188e-01
1757 6 13 13 1.262763e+08 1.289609e-01
1758 6 13 14 1.292065e+08 1.154681e-01
1759 6 13 15 1.362015e+08 1.455440e-01
1760 6 14 0 1.026129e+08 1.960318e-01
1761 6 14 1 8.859640e+07 1.511888e-01
1762 6 14 2 8.229902e+07 1.189323e-01
1763 6 14 3 9.834731e+07 9.322311e-02
1764 6 14 4 1.048964e+08 5.376301e-02
1765 6 14 5 1.063375e+08 6.834591e-02
1766 6 14 6 1.152969e+08 1.136385e-01
1767 6 14 7 1.212940e+08 9.956637e-02
1768 6 14 8 1.184356e+08 1.024748e-01
1769 6 14 9 1.151506e+08 5.077157e-02
1770 6 14 10 1.242158e+08 4.753216e-02
1771 6 14 11 9.835782e+07 9.581159e-02
1772 6 14 12 8.318517e+07 1.229110e-01
1773 6 14 13 8.572379e+07 1.838011e-01
1774 6 14 14 1.234048e+08 1.036128e-01
1775 6 14 15 1.200274e+08 9.161645e-02
1776 6 15 0 1.236244e+08 1.128516e-01
1777 6 15 1 1.083675e+08 2.279931e-01
1778 6 15 2 9.945085e+07 1.630149e-01
1779 6 15 3 7.307163e+07 6.108451e-02
1780 6 15 4 9.808557e+07 2.500522e-02
1781 6 15 5 1.076455e+08 7.043122e-02
1782 6 15 6 1.230519e+08 1.116471e-01
1783 6 15 7 1.105194e+08 1.155152e-01
1784 6 15 8 1.230521e+08 7.893887e-02
1785 6 15 9 1.050486e+08 3.571958e-02
1786 6 15 10 1.171527e+08 1.160052e-01
1787 6 15 11 1.085997e+08 8.699711e-02
1788 6 15 12 8.461010e+07 1.209909e-01
1789 6 15 13 9.347128e+07 1.873863e-01
1790 6 15 14 1.275545e+08 1.132655e-01
1791 6 15 15 1.225502e+08 9.778657e-02
1792 7 0 0 1.266995e+08 1.517822e-01
1793 7 0 1 1.203683e+08 9.325830e-02
1794 7 0 2 1.033306e+08 1.927638e-01
1795 7 0 3 1.186957e+08 9.251310e-02
1796 7 0 4 1.041556e+08 6.899115e-02
1797 7 0 5 1.006844e+08 7.550389e-02
1798 7 0 6 1.053743e+08 1.090931e-01
1799 7 0 7 1.119917e+08 9.104202e-02
1800 7 0 8 1.046583e+08 7.109334e-02
1801 7 0 9 1.047421e+08 8.475444e-02
1802 7 0 10 1.115084e+08 6.304319e-02
1803 7 0 11 1.170482e+08 1.124720e-01
1804 7 0 12 1.226887e+08 1.143564e-01
1805 7 0 13 1.291797e+08 1.199788e-01
1806 7 0 14 1.160501e+08 8.455512e-02
1807 7 0 15 1.425393e+08 1.884862e-01
1808 7 1 0 1.299380e+08 1.229661e-01
1809 7 1 1 1.429681e+08 1.125807e-01
1810 7 1 2 9.853250e+07 1.200100e-01
1811 7 1 3 1.091614e+08 1.225099e-01
1812 7 1 4 1.042309e+08 1.004516e-01
1813 7 1 5 9.948624e+07 9.621157e-02
1814 7 1 6 1.077171e+08 9.052983e-02
1815 7 1 7 9.344700e+07 9.386672e-02
1816 7 1 8 9.408246e+07 8.795806e-02
1817 7 1 9 9.752231e+07 8.485388e-02
1818 7 1 10 8.744009e+07 1.119232e-01
1819 7 1 11 1.048922e+08 1.181399e-01
1820 7 1 12 1.246429e+08 8.637727e-02
1821 7 1 13 1.296289e+08 1.010236e-01
1822 7 1 14 1.369642e+08 1.465894e-01
1823 7 1 15 1.359756e+08 1.693779e-01
1824 7 2 0 1.189714e+08 5.570774e-02
1825 7 2 1 1.144614e+08 1.435148e-01
1826 7 2 2 1.097854e+08 1.658015e-01
1827 7 2 3 1.067234e+08 1.115556e-01
1828 7 2 4 1.099695e+08 1.059513e-01
1829 7 2 5 1.016083e+08 1.078482e-01
1830 7 2 6 9.596605e+07 1.133934e-01
1831 7 2 7 1.051609e+08 8.755436e-02
1832 7 2 8 1.010698e+08 6.733311e-02
1833 7 2 9 1.041347e+08 1.177758e-01
1834 7 2 10 1.364028e+08 9.139328e-02
1835 7 2 11 1.371131e+08 9.251662e-02
1836 7 2 12 1.271903e+08 1.202996e-01
1837 7 2 13 1.184753e+08 9.695610e-02
1838 7 2 14 1.358018e+08 1.558454e-01
1839 7 2 15 1.349018e+08 1.048622e-01
1840 7 3 0 1.444323e+08 1.322227e-01
1841 7 3 1 1.110393e+08 1.605827e-01
1842 7 3 2 1.272417e+08 1.414166e-01
1843 7 3 3 1.162339e+08 8.492744e-02
1844 7 3 4 1.004549e+08 7.214449e-02
1845 7 3 5 9.629236e+07 1.095823e-01
1846 7 3 6 9.111422e+07 1.019753e-01
1847 7 3 7 1.039083e+08 7.753038e-02
1848 7 3 8 7.990749e+07 1.012492e-01
1849 7 3 9 8.775754e+07 1.020978e-01
1850 7 3 10 1.386503e+08 7.435908e-02
1851 7 3 11 1.354289e+08 1.516711e-01
1852 7 3 12 1.194543e+08 1.590685e-01
1853 7 3 13 1.028118e+08 1.276849e-01
1854 7 3 14 1.106966e+08 1.079332e-01
1855 7 3 15 9.931493e+07 5.859712e-02
1856 7 4 0 1.120607e+08 1.584793e-01
1857 7 4 1 1.187967e+08 7.691786e-02
1858 7 4 2 1.193341e+08 7.599365e-02
1859 7 4 3 1.259321e+08 1.075848e-01
1860 7 4 4 1.181874e+08 5.896435e-02
1861 7 4 5 1.056759e+08 9.556908e-02
1862 7 4 6 1.018713e+08 1.106360e-01
1863 7 4 7 7.296101e+07 9.534930e-02
1864 7 4 8 9.287670e+07 7.170107e-02
1865 7 4 9 1.372133e+08 1.015233e-01
1866 7 4 10 1.394964e+08 1.042700e-01
1867 7 4 11 1.366578e+08 1.113570e-01
1868 7 4 12 1.216012e+08 1.612312e-01
1869 7 4 13 1.203549e+08 1.447277e-01
1870 7 4 14 1.055914e+08 1.282646e-01
1871 7 4 15 8.862474e+07 1.120824e-01
1872 7 5 0 9.545203e+07 8.716516e-02
1873 7 5 1 1.090260e+08 9.218235e-02
1874 7 5 2 1.242924e+08 9.871604e-02
1875 7 5 3 1.201294e+08 8.098774e-02
1876 7 5 4 1.030193e+08 1.134962e-01
1877 7 5 5 9.415224e+07 8.875525e-02
1878 7 5 6 9.476389e+07 7.562374e-02
1879 7 5 7 1.192233e+08 7.178894e-02
1880 7 5 8 1.155431e+08 6.988692e-02
1881 7 5 9 1.117332e+08 9.843848e-02
1882 7 5 10 1.294533e+08 1.287206e-01
1883 7 5 11 1.315780e+08 1.494650e-01
1884 7 5 12 1.349201e+08 1.518166e-01
1885 7 5 13 1.275494e+08 1.486087e-01
1886 7 5 14 1.371733e+08 1.354858e-01
1887 7 5 15 9.979423e+07 1.322750e-01
1888 7 6 0 6.613847e+07 9.832944e-02
1889 7 6 1 1.019366e+08 1.111707e-01
1890 7 6 2 1.007522e+08 1.148502e-01
1891 7 6 3 1.219198e+08 9.759899e-02
1892 7 6 4 1.140539e+08 1.107093e-01
1893 7 6 5 1.179639e+08 9.328787e-02
1894 7 6 6 1.220575e+08 6.415071e-02
1895 7 6 7 8.717644e+07 8.793963e-02
1896 7 6 8 1.046316e+08 1.459321e-01
1897 7 6 9 9.841223e+07 1.192493e-01
1898 7 6 10 9.780092e+07 6.907198e-02
1899 7 6 11 1.155067e+08 1.763980e-01
1900 7 6 12 1.205558e+08 1.436455e-01
1901 7 6 13 1.278391e+08 1.393332e-01
1902 7 6 14 8.287324e+07 1.597494e-01
1903 7 6 15 1.030485e+08 9.166376e-02
1904 7 7 0 1.022589e+08 1.094095e-01
1905 7 7 1 1.061557e+08 1.158855e-01
1906 7 7 2 1.086788e+08 1.218412e-01
1907 7 7 3 9.689697e+07 1.087569e-01
1908 7 7 4 1.267751e+08 8.804375e-02
1909 7 7 5 1.139173e+08 9.704954e-02
1910 7 7 6 1.311484e+08 6.835272e-02
1911 7 7 7 1.115574e+08 1.459597e-01
1912 7 7 8 1.174659e+08 1.296771e-01
1913 7 7 9 8.848398e+07 1.208286e-01
1914 7 7 10 1.022760e+08 5.626669e-02
1915 7 7 11 1.094011e+08 1.000192e-01
1916 7 7 12 1.213870e+08 1.530670e-01
1917 7 7 13 1.116095e+08 1.367582e-01
1918 7 7 14 8.355428e+07 1.615710e-01
1919 7 7 15 7.668208e+07 9.622067e-02
1920 7 8 0 7.989830e+07 1.028823e-01
1921 7 8 1 1.155471e+08 7.049997e-02
1922 7 8 2 1.097357e+08 9.763545e-02
1923 7 8 3 1.010807e+08 1.142212e-01
1924 7 8 4 8.231114e+07 9.918066e-02
1925 7 8 5 8.773055e+07 7.947216e-02
1926 7 8 6 9.649417e+07 1.268659e-01
1927 7 8 7 1.202597e+08 1.690508e-01
1928 7 8 8 1.164603e+08 8.866415e-02
1929 7 8 9 9.313980e+07 6.697080e-02
1930 7 8 10 1.013888e+08 9.785623e-02
1931 7 8 11 1.054997e+08 8.658393e-02
1932 7 8 12 1.178042e+08 1.306884e-01
1933 7 8 13 1.139135e+08 1.258535e-01
1934 7 8 14 1.132369e+08 8.449232e-02
1935 7 8 15 8.305331e+07 1.400962e-01
1936 7 9 0 1.281023e+08 1.293221e-01
1937 7 9 1 1.111696e+08 6.974188e-02
1938 7 9 2 1.162052e+08 8.005140e-02
1939 7 9 3 1.205950e+08 9.944670e-02
1940 7 9 4 1.058487e+08 4.951655e-02
1941 7 9 5 8.128913e+07 1.254769e-01
1942 7 9 6 8.705461e+07 1.195038e-01
1943 7 9 7 1.004993e+08 1.016030e-01
1944 7 9 8 8.222459e+07 1.056609e-01
1945 7 9 9 1.010812e+08 8.870717e-02
1946 7 9 10 1.101040e+08 1.019239e-01
1947 7 9 11 1.069937e+08 1.035981e-01
1948 7 9 12 1.161440e+08 1.227942e-01
1949 7 9 13 1.111685e+08 1.205603e-01
1950 7 9 14 1.203277e+08 1.440285e-01
1951 7 9 15 1.121837e+08 1.291036e-01
1952 7 10 0 1.216297e+08 6.707499e-02
1953 7 10 1 1.251790e+08 9.542749e-02
1954 7 10 2 1.245591e+08 8.833469e-02
1955 7 10 3 1.099133e+08 8.210473e-02
1956 7 10 4 1.191003e+08 1.155168e-01
1957 7 10 5 1.107776e+08 6.649957e-02
1958 7 10 6 1.009110e+08 1.327406e-01
1959 7 10 7 7.953089e+07 9.269029e-02
1960 7 10 8 9.960198e+07 9.345775e-02
1961 7 10 9 1.051688e+08 1.170588e-01
1962 7 10 10 1.035027e+08 8.155802e-02
1963 7 10 11 8.991523e+07 7.938516e-02
1964 7 10 12 1.121646e+08 8.752780e-02
1965 7 10 13 1.066483e+08 1.929246e-01
1966 7 10 14 1.274325e+08 1.703110e-01
1967 7 10 15 1.134070e+08 9.400436e-02
1968 7 11 0 1.205130e+08 8.104644e-02
1969 7 11 1 1.165365e+08 7.492493e-02
1970 7 11 2 1.286678e+08 1.006559e-01
1971 7 11 3 1.209737e+08 8.278382e-02
1972 7 11 4 1.185398e+08 1.080416e-01
1973 7 11 5 1.203560e+08 9.495715e-02
1974 7 11 6 1.123430e+08 8.638402e-02
1975 7 11 7 7.911370e+07 9.550982e-02
1976 7 11 8 1.067037e+08 6.557600e-02
1977 7 11 9 9.244341e+07 7.038625e-02
1978 7 11 10 1.108211e+08 8.882071e-02
1979 7 11 11 1.053256e+08 1.370740e-01
1980 7 11 12 1.020501e+08 1.244126e-01
1981 7 11 13 9.066662e+07 1.823087e-01
1982 7 11 14 1.372180e+08 1.730734e-01
1983 7 11 15 1.236575e+08 9.806624e-02
1984 7 12 0 1.243955e+08 9.035499e-02
1985 7 12 1 1.316734e+08 1.186029e-01
1986 7 12 2 1.208874e+08 8.538657e-02
1987 7 12 3 1.247517e+08 9.577473e-02
1988 7 12 4 1.320660e+08 1.156784e-01
1989 7 12 5 1.182862e+08 1.091450e-01
1990 7 12 6 1.147919e+08 7.734529e-02
1991 7 12 7 1.123972e+08 7.275187e-02
1992 7 12 8 9.197554e+07 8.563042e-02
1993 7 12 9 1.027063e+08 6.625409e-02
1994 7 12 10 1.054154e+08 1.003668e-01
1995 7 12 11 1.099749e+08 8.926492e-02
1996 7 12 12 9.289284e+07 1.507287e-01
1997 7 12 13 1.210447e+08 1.466181e-01
1998 7 12 14 1.317788e+08 1.307848e-01
1999 7 12 15 1.230647e+08 1.283447e-01
2000 7 13 0 1.171337e+08 1.845114e-01
2001 7 13 1 1.255426e+08 8.637987e-02
2002 7 13 2 1.218132e+08 9.603753e-02
2003 7 13 3 1.202920e+08 9.662547e-02
2004 7 13 4 1.273169e+08 1.077559e-01
2005 7 13 5 1.134911e+08 9.049498e-02
2006 7 13 6 1.012591e+08 6.219851e-02
2007 7 13 7 1.009646e+08 9.228218e-02
2008 7 13 8 1.146755e+08 8.954742e-02
2009 7 13 9 1.244932e+08 1.061921e-01
2010 7 13 10 1.092619e+08 7.799098e-02
2011 7 13 11 1.232220e+08 9.407735e-02
2012 7 13 12 1.226939e+08 1.620204e-01
2013 7 13 13 1.173137e+08 1.419917e-01
2014 7 13 14 1.189032e+08 8.616227e-02
2015 7 13 15 1.049652e+08 1.551341e-01
2016 7 14 0 1.043582e+08 1.807510e-01
2017 7 14 1 1.106907e+08 2.095677e-01
2018 7 14 2 9.745479e+07 9.290172e-02
2019 7 14 3 8.337107e+07 9.560942e-02
2020 7 14 4 9.718421e+07 8.373563e-02
2021 7 14 5 1.133066e+08 1.042366e-01
2022 7 14 6 1.113852e+08 9.453501e-02
2023 7 14 7 1.174499e+08 1.038917e-01
2024 7 14 8 1.099735e+08 5.772173e-02
2025 7 14 9 1.124578e+08 7.510580e-02
2026 7 14 10 1.201728e+08 8.547079e-02
2027 7 14 11 1.201925e+08 8.742887e-02
2028 7 14 12 8.640815e+07 1.631965e-01
2029 7 14 13 1.276937e+08 9.218044e-02
2030 7 14 14 1.299215e+08 1.047804e-01
2031 7 14 15 1.241793e+08 7.716726e-02
2032 7 15 0 1.207735e+08 8.755944e-02
2033 7 15 1 1.161163e+08 2.500232e-01
2034 7 15 2 9.135216e+07 1.659369e-01
2035 7 15 3 8.127676e+07 2.313538e-02
2036 7 15 4 1.022786e+08 5.781986e-02
2037 7 15 5 9.615551e+07 8.781884e-02
2038 7 15 6 1.111807e+08 1.016273e-01
2039 7 15 7 1.161895e+08 1.059472e-01
2040 7 15 8 1.032912e+08 7.978813e-02
2041 7 15 9 1.123880e+08 8.349589e-02
2042 7 15 10 1.155635e+08 7.148966e-02
2043 7 15 11 1.167682e+08 8.108160e-02
2044 7 15 12 1.326474e+08 1.600728e-01
2045 7 15 13 1.324787e+08 1.021148e-01
2046 7 15 14 1.349203e+08 1.424950e-01
2047 7 15 15 1.236887e+08 1.247414e-01
2048 8 0 0 1.391548e+08 1.594181e-01
2049 8 0 1 1.274633e+08 1.152282e-01
2050 8 0 2 1.253966e+08 9.271584e-02
2051 8 0 3 1.059485e+08 9.574106e-02
2052 8 0 4 1.123079e+08 1.167834e-01
2053 8 0 5 1.095354e+08 9.692871e-02
2054 8 0 6 1.162080e+08 1.091104e-01
2055 8 0 7 1.159853e+08 7.611666e-02
2056 8 0 8 1.095887e+08 7.970997e-02
2057 8 0 9 1.018241e+08 8.945724e-02
2058 8 0 10 1.075407e+08 1.172679e-01
2059 8 0 11 1.093436e+08 8.808446e-02
2060 8 0 12 9.751292e+07 8.233798e-02
2061 8 0 13 1.264110e+08 1.012787e-01
2062 8 0 14 1.280726e+08 8.634072e-02
2063 8 0 15 1.440230e+08 1.753106e-01
2064 8 1 0 1.270062e+08 1.317558e-01
2065 8 1 1 1.142265e+08 1.409139e-01
2066 8 1 2 9.970625e+07 7.320359e-02
2067 8 1 3 1.106242e+08 1.075418e-01
2068 8 1 4 1.125352e+08 1.172005e-01
2069 8 1 5 1.020615e+08 9.572444e-02
2070 8 1 6 1.001775e+08 9.409937e-02
2071 8 1 7 1.001384e+08 8.467949e-02
2072 8 1 8 1.025195e+08 7.532162e-02
2073 8 1 9 1.158720e+08 9.340666e-02
2074 8 1 10 1.007471e+08 7.003904e-02
2075 8 1 11 1.221488e+08 8.200866e-02
2076 8 1 12 1.355137e+08 1.258050e-01
2077 8 1 13 1.259766e+08 1.121472e-01
2078 8 1 14 1.275599e+08 1.400573e-01
2079 8 1 15 1.397767e+08 1.341002e-01
2080 8 2 0 1.258885e+08 1.079253e-01
2081 8 2 1 1.209022e+08 1.143425e-01
2082 8 2 2 8.727797e+07 1.213429e-01
2083 8 2 3 1.026154e+08 1.266439e-01
2084 8 2 4 1.087451e+08 1.319861e-01
2085 8 2 5 1.102516e+08 1.037465e-01
2086 8 2 6 9.977944e+07 7.466338e-02
2087 8 2 7 8.416912e+07 7.910643e-02
2088 8 2 8 9.659664e+07 1.103114e-01
2089 8 2 9 8.283984e+07 7.861212e-02
2090 8 2 10 1.241029e+08 1.055205e-01
2091 8 2 11 1.275916e+08 1.166986e-01
2092 8 2 12 1.220323e+08 8.757575e-02
2093 8 2 13 1.334676e+08 1.313836e-01
2094 8 2 14 1.261105e+08 1.147212e-01
2095 8 2 15 1.226519e+08 1.196608e-01
2096 8 3 0 1.299272e+08 7.445956e-02
2097 8 3 1 9.688793e+07 1.117062e-01
2098 8 3 2 1.033170e+08 1.544982e-01
2099 8 3 3 9.380562e+07 1.047890e-01
2100 8 3 4 9.158217e+07 8.142183e-02
2101 8 3 5 1.046773e+08 1.496987e-01
2102 8 3 6 1.076390e+08 7.808526e-02
2103 8 3 7 8.357871e+07 5.935975e-02
2104 8 3 8 8.812431e+07 1.209798e-01
2105 8 3 9 9.837839e+07 3.902158e-02
2106 8 3 10 1.178983e+08 1.457105e-01
2107 8 3 11 1.304388e+08 1.703305e-01
2108 8 3 12 1.337814e+08 1.230672e-01
2109 8 3 13 1.329808e+08 1.521196e-01
2110 8 3 14 1.104331e+08 1.262626e-01
2111 8 3 15 1.317301e+08 9.533985e-02
2112 8 4 0 1.258611e+08 1.179031e-01
2113 8 4 1 7.563324e+07 1.291979e-01
2114 8 4 2 1.048058e+08 1.319380e-01
2115 8 4 3 1.032862e+08 5.857700e-02
2116 8 4 4 1.041553e+08 9.333610e-02
2117 8 4 5 1.080435e+08 9.682613e-02
2118 8 4 6 1.087660e+08 1.368278e-01
2119 8 4 7 1.030016e+08 6.938553e-02
2120 8 4 8 6.561787e+07 8.773658e-02
2121 8 4 9 1.102494e+08 6.586396e-02
2122 8 4 10 1.163341e+08 9.597327e-02
2123 8 4 11 1.257917e+08 1.726687e-01
2124 8 4 12 1.195207e+08 1.302438e-01
2125 8 4 13 1.314489e+08 1.566828e-01
2126 8 4 14 9.182253e+07 7.941705e-02
2127 8 4 15 1.094678e+08 9.887040e-02
2128 8 5 0 1.001683e+08 1.250323e-01
2129 8 5 1 8.188001e+07 8.721917e-02
2130 8 5 2 1.030223e+08 7.589722e-02
2131 8 5 3 1.129188e+08 1.070066e-01
2132 8 5 4 1.139686e+08 9.430848e-02
2133 8 5 5 9.983846e+07 7.419554e-02
2134 8 5 6 1.156299e+08 9.504067e-02
2135 8 5 7 1.175832e+08 8.379329e-02
2136 8 5 8 1.160133e+08 6.672661e-02
2137 8 5 9 1.188760e+08 8.878319e-02
2138 8 5 10 1.214544e+08 1.301407e-01
2139 8 5 11 1.300446e+08 1.191401e-01
2140 8 5 12 1.280565e+08 1.310723e-01
2141 8 5 13 1.205078e+08 1.570616e-01
2142 8 5 14 1.070913e+08 1.437905e-01
2143 8 5 15 7.179277e+07 1.549401e-01
2144 8 6 0 8.237579e+07 1.226386e-01
2145 8 6 1 7.394086e+07 8.716375e-02
2146 8 6 2 1.034948e+08 1.008769e-01
2147 8 6 3 1.052138e+08 9.278106e-02
2148 8 6 4 1.153775e+08 6.607050e-02
2149 8 6 5 8.835781e+07 9.380500e-02
2150 8 6 6 1.227955e+08 1.200125e-01
2151 8 6 7 9.263955e+07 1.232595e-01
2152 8 6 8 1.267136e+08 9.746373e-02
2153 8 6 9 1.022706e+08 7.321012e-02
2154 8 6 10 1.064406e+08 7.430703e-02
2155 8 6 11 1.176761e+08 1.448830e-01
2156 8 6 12 1.181782e+08 1.135723e-01
2157 8 6 13 8.824059e+07 1.631125e-01
2158 8 6 14 8.100813e+07 1.571751e-01
2159 8 6 15 8.212832e+07 1.258931e-01
2160 8 7 0 8.218729e+07 1.174328e-01
2161 8 7 1 8.061166e+07 1.355951e-01
2162 8 7 2 1.040950e+08 6.867230e-02
2163 8 7 3 1.061107e+08 1.307397e-01
2164 8 7 4 1.173411e+08 7.786761e-02
2165 8 7 5 1.115819e+08 9.605345e-02
2166 8 7 6 1.194612e+08 8.915192e-02
2167 8 7 7 1.390509e+08 9.046788e-02
2168 8 7 8 8.415960e+07 1.587450e-01
2169 8 7 9 8.519957e+07 6.811074e-02
2170 8 7 10 1.073811e+08 7.320379e-02
2171 8 7 11 1.119436e+08 1.010683e-01
2172 8 7 12 1.175944e+08 1.318221e-01
2173 8 7 13 8.322044e+07 1.526294e-01
2174 8 7 14 7.905980e+07 1.571119e-01
2175 8 7 15 8.165414e+07 1.065014e-01
2176 8 8 0 8.083555e+07 1.206829e-01
2177 8 8 1 7.525651e+07 8.905812e-02
2178 8 8 2 7.582295e+07 9.501950e-02
2179 8 8 3 9.202477e+07 1.095858e-01
2180 8 8 4 9.121045e+07 6.167485e-02
2181 8 8 5 9.239909e+07 8.284958e-02
2182 8 8 6 8.530978e+07 1.054567e-01
2183 8 8 7 9.044945e+07 1.339086e-01
2184 8 8 8 9.286009e+07 7.972975e-02
2185 8 8 9 1.022633e+08 9.190493e-02
2186 8 8 10 1.029233e+08 1.167318e-01
2187 8 8 11 1.116648e+08 9.468205e-02
2188 8 8 12 1.259592e+08 9.289303e-02
2189 8 8 13 1.131000e+08 1.022989e-01
2190 8 8 14 8.634743e+07 1.659157e-01
2191 8 8 15 8.211926e+07 1.248547e-01
2192 8 9 0 1.209474e+08 9.699242e-02
2193 8 9 1 9.544785e+07 5.802397e-02
2194 8 9 2 1.120522e+08 1.057739e-01
2195 8 9 3 8.131353e+07 1.205219e-01
2196 8 9 4 8.385717e+07 8.600275e-02
2197 8 9 5 7.184877e+07 6.480995e-02
2198 8 9 6 7.585826e+07 9.241965e-02
2199 8 9 7 7.656026e+07 1.257683e-01
2200 8 9 8 9.645598e+07 1.317073e-01
2201 8 9 9 1.037181e+08 6.494112e-02
2202 8 9 10 1.071957e+08 7.871643e-02
2203 8 9 11 1.003797e+08 8.803066e-02
2204 8 9 12 1.018880e+08 1.143473e-01
2205 8 9 13 1.182116e+08 1.755726e-01
2206 8 9 14 1.150852e+08 1.332558e-01
2207 8 9 15 8.517349e+07 1.411029e-01
2208 8 10 0 1.244969e+08 9.950121e-02
2209 8 10 1 1.145389e+08 8.810702e-02
2210 8 10 2 1.025197e+08 6.985700e-02
2211 8 10 3 8.369689e+07 9.136178e-02
2212 8 10 4 7.774045e+07 1.273973e-01
2213 8 10 5 7.330985e+07 8.229060e-02
2214 8 10 6 7.365206e+07 8.846034e-02
2215 8 10 7 7.384611e+07 1.270153e-01
2216 8 10 8 1.072618e+08 8.638949e-02
2217 8 10 9 1.075609e+08 1.407621e-01
2218 8 10 10 9.865843e+07 8.204062e-02
2219 8 10 11 9.455593e+07 4.893860e-02
2220 8 10 12 1.046267e+08 1.586886e-01
2221 8 10 13 1.105806e+08 1.479837e-01
2222 8 10 14 1.127867e+08 1.351516e-01
2223 8 10 15 1.333141e+08 1.445597e-01
2224 8 11 0 1.251708e+08 9.384352e-02
2225 8 11 1 1.111764e+08 6.539172e-02
2226 8 11 2 1.107622e+08 8.226246e-02
2227 8 11 3 9.126000e+07 8.079481e-02
2228 8 11 4 8.076007e+07 1.135228e-01
2229 8 11 5 9.685574e+07 1.058538e-01
2230 8 11 6 7.175148e+07 8.719560e-02
2231 8 11 7 7.629690e+07 6.551128e-02
2232 8 11 8 8.290597e+07 1.194490e-01
2233 8 11 9 1.032183e+08 7.768511e-02
2234 8 11 10 9.788668e+07 6.549130e-02
2235 8 11 11 1.169526e+08 1.796207e-01
2236 8 11 12 9.634215e+07 1.359096e-01
2237 8 11 13 9.832643e+07 1.273719e-01
2238 8 11 14 9.452973e+07 1.695039e-01
2239 8 11 15 1.300305e+08 1.466000e-01
2240 8 12 0 1.299981e+08 1.289230e-01
2241 8 12 1 1.260629e+08 8.976550e-02
2242 8 12 2 1.136982e+08 7.039650e-02
2243 8 12 3 9.550802e+07 8.786528e-02
2244 8 12 4 9.764353e+07 6.949767e-02
2245 8 12 5 8.319665e+07 1.332453e-01
2246 8 12 6 7.813068e+07 1.028101e-01
2247 8 12 7 7.751920e+07 8.622473e-02
2248 8 12 8 1.033391e+08 1.030922e-01
2249 8 12 9 1.022420e+08 9.009458e-02
2250 8 12 10 9.252153e+07 1.264664e-01
2251 8 12 11 8.381004e+07 1.412140e-01
2252 8 12 12 7.472190e+07 1.385051e-01
2253 8 12 13 7.796631e+07 7.356432e-02
2254 8 12 14 8.061243e+07 1.373753e-01
2255 8 12 15 1.226282e+08 1.364076e-01
2256 8 13 0 1.220800e+08 2.120436e-01
2257 8 13 1 1.239342e+08 1.114555e-01
2258 8 13 2 1.181583e+08 5.726389e-02
2259 8 13 3 1.120052e+08 7.328226e-02
2260 8 13 4 1.135717e+08 1.330660e-01
2261 8 13 5 1.061201e+08 8.648521e-02
2262 8 13 6 1.124064e+08 8.104072e-02
2263 8 13 7 1.139002e+08 1.188565e-01
2264 8 13 8 1.102102e+08 5.608289e-02
2265 8 13 9 1.129605e+08 9.737976e-02
2266 8 13 10 9.961748e+07 1.227717e-01
2267 8 13 11 8.623123e+07 1.621383e-01
2268 8 13 12 9.098934e+07 1.044935e-01
2269 8 13 13 7.724453e+07 1.153917e-01
