voxel_ID x y z sigma_vM epsilon_V^0.0(F)_vM
579 2 4 3 1.192174e+08 1.109091e-01
580 2 4 4 1.146265e+08 6.783818e-02
581 2 4 5 1.028289e+08 8.255039e-02
582 2 4 6 9.177315e+07 1.386190e-01
583 2 4 7 1.077283e+08 1.202548e-01
584 2 4 8 1.064182e+08 1.154111e-01
585 2 4 9 9.384209e+07 1.249401e-01
586 2 4 10 8.558212e+07 1.512090e-01
587 2 4 11 1.284127e+08 6.583774e-02
588 2 4 12 8.907213e+07 1.390377e-01
589 2 4 13 1.078623e+08 1.680321e-01
590 2 4 14 6.584670e+07 7.234101e-02
591 2 4 15 7.570597e+07 8.251803e-02
592 2 5 0 9.069316e+07 4.692057e-02
593 2 5 1 1.065495e+08 9.039408e-02
594 2 5 2 1.160628e+08 1.251948e-01
595 2 5 3 8.772440e+07 1.323409e-01
596 2 5 4 1.068829e+08 7.928798e-02
597 2 5 5 1.064658e+08 7.679603e-02
598 2 5 6 1.139426e+08 1.365158e-01
599 2 5 7 9.510012e+07 1.227242e-01
600 2 5 8 1.090742e+08 1.709645e-01
601 2 5 9 8.274843e+07 1.844571e-01
602 2 5 10 1.165076e+08 1.151112e-01
603 2 5 11 1.195761e+08 7.170997e-02
604 2 5 12 1.265416e+08 8.838064e-02
605 2 5 13 9.275843e+07 1.349093e-01
606 2 5 14 8.100982e+07 1.341030e-01
607 2 5 15 7.918594e+07 6.391175e-02
608 2 6 0 9.673489e+07 8.866740e-02
609 2 6 1 1.101835e+08 8.837245e-02
610 2 6 2 1.136496e+08 1.343792e-01
611 2 6 3 1.167545e+08 8.726020e-02
612 2 6 4 9.805766e+07 1.214797e-01
613 2 6 5 8.189244e+07 1.033168e-01
614 2 6 6 1.031501e+08 1.352725e-01
615 2 6 7 9.601542e+07 1.301668e-01
616 2 6 8 1.031860e+08 1.751869e-01
617 2 6 9 9.086154e+07 1.912880e-01
618 2 6 10 9.825382e+07 4.810403e-02
619 2 6 11 1.092388e+08 9.948283e-02
620 2 6 12 1.171359e+08 5.044457e-02
621 2 6 13 1.252517e+08 7.744290e-02
622 2 6 14 1.276676e+08 9.435183e-02
623 2 6 15 1.061289e+08 6.918547e-02
624 2 7 0 1.100754e+08 1.080137e-01
625 2 7 1 1.135911e+08 1.198916e-01
626 2 7 2 1.086451e+08 6.586254e-02
627 2 7 3 1.209679e+08 1.068639e-01
628 2 7 4 1.007728e+08 1.573342e-01
629 2 7 5 1.100133e+08 1.302173e-01
630 2 7 6 1.105121e+08 1.364792e-01
631 2 7 7 1.049150e+08 1.635113e-01
632 2 7 8 1.123076e+08 2.260268e-01
633 2 7 9 1.263867e+08 1.020102e-01
634 2 7 10 1.107904e+08 5.799944e-02
635 2 7 11 1.124685e+08 8.700992e-02
636 2 7 12 1.123614e+08 6.445791e-02
637 2 7 13 1.172792e+08 6.550089e-02
638 2 7 14 1.054205e+08 3.401213e-02
639 2 7 15 1.067744e+08 8.716922e-02
640 2 8 0 1.244485e+08 1.101519e-01
641 2 8 1 1.111807e+08 9.766396e-02
642 2 8 2 1.106534e+08 8.056921e-02
643 2 8 3 1.255048e+08 1.029767e-01
644 2 8 4 9.728815e+07 1.827146e-01
645 2 8 5 1.034246e+08 1.340130e-01
646 2 8 6 8.608836e+07 1.208037e-01
647 2 8 7 1.118155e+08 1.649387e-01
648 2 8 8 1.293021e+08 1.245862e-01
649 2 8 9 1.278753e+08 1.237227e-01
650 2 8 10 1.303519e+08 1.455524e-01
651 2 8 11 1.156924e+08 6.050287e-02
652 2 8 12 1.182731e+08 5.411680e-02
653 2 8 13 1.246125e+08 7.330896e-02
654 2 8 14 1.101045e+08 3.011705e-02
655 2 8 15 1.040812e+08 8.159264e-02
656 2 9 0 1.133976e+08 8.165038e-02
657 2 9 1 1.166204e+08 8.184808e-02
658 2 9 2 1.184250e+08 1.237860e-01
659 2 9 3 1.184698e+08 1.262564e-01
660 2 9 4 9.652129e+07 1.039155e-01
661 2 9 5 1.169999e+08 1.755174e-01
662 2 9 6 1.088890e+08 1.401510e-01
663 2 9 7 1.184620e+08 1.522217e-01
664 2 9 8 1.226908e+08 1.334574e-01
665 2 9 9 1.136463e+08 8.977078e-02
666 2 9 10 1.292821e+08 9.493358e-02
667 2 9 11 1.291120e+08 9.620532e-02
668 2 9 12 1.195331e+08 7.578798e-02
669 2 9 13 9.944395e+07 2.245553e-02
670 2 9 14 1.233704e+08 7.148289e-02
671 2 9 15 1.135843e+08 8.769341e-02
672 2 10 0 1.086724e+08 9.311789e-02
673 2 10 1 1.162652e+08 9.210762e-02
674 2 10 2 1.169767e+08 1.109125e-01
675 2 10 3 1.101724e+08 1.168829e-01
676 2 10 4 1.050208e+08 8.643616e-02
677 2 10 5 1.194582e+08 1.384769e-01
678 2 10 6 9.135499e+07 1.986175e-01
679 2 10 7 1.046777e+08 1.287145e-01
680 2 10 8 1.073079e+08 1.058409e-01
681 2 10 9 1.027562e+08 1.193091e-01
682 2 10 10 9.659701e+07 1.244890e-01
683 2 10 11 1.196648e+08 9.637541e-02
684 2 10 12 1.176771e+08 6.791004e-02
685 2 10 13 1.236151e+08 9.284281e-02
686 2 10 14 1.110398e+08 6.845818e-02
687 2 10 15 1.044889e+08 7.039883e-02
688 2 11 0 6.715948e+07 8.126189e-02
689 2 11 1 1.236946e+08 1.577225e-01
690 2 11 2 9.692851e+07 9.610180e-02
691 2 11 3 9.627790e+07 9.248688e-02
692 2 11 4 1.135686e+08 1.138075e-01
693 2 11 5 1.182243e+08 1.233706e-01
694 2 11 6 8.184380e+07 1.479268e-01
695 2 11 7 8.010503e+07 1.470197e-01
696 2 11 8 1.150993e+08 1.181156e-01
697 2 11 9 1.061288e+08 1.215575e-01
698 2 11 10 1.115118e+08 1.344325e-01
699 2 11 11 1.145385e+08 8.259821e-02
700 2 11 12 1.223161e+08 1.134270e-01
701 2 11 13 9.321411e+07 8.761413e-02
702 2 11 14 7.642139e+07 3.642176e-02
703 2 11 15 7.881865e+07 3.409435e-02
704 2 12 0 1.291676e+08 3.701090e-02
705 2 12 1 9.854867e+07 1.447452e-01
706 2 12 2 8.015220e+07 1.276219e-01
707 2 12 3 1.108065e+08 1.305175e-01
708 2 12 4 1.057981e+08 1.053271e-01
709 2 12 5 1.133233e+08 1.091133e-01
710 2 12 6 8.488788e+07 1.540709e-01
711 2 12 7 8.167534e+07 1.250875e-01
712 2 12 8 1.180383e+08 1.162345e-01
713 2 12 9 1.091764e+08 1.503642e-01
714 2 12 10 1.178201e+08 1.462983e-01
715 2 12 11 8.846242e+07 8.772759e-02
716 2 12 12 1.180554e+08 1.010073e-01
717 2 12 13 1.276393e+08 7.728880e-02
718 2 12 14 1.118935e+08 5.235989e-02
719 2 12 15 1.128165e+08 4.567580e-02
720 2 13 0 1.301241e+08 6.088163e-02
721 2 13 1 1.003645e+08 4.576298e-02
722 2 13 2 9.415932e+07 1.509606e-01
723 2 13 3 1.083490e+08 1.121517e-01
724 2 13 4 1.187800e+08 1.355018e-01
725 2 13 5 1.185277e+08 1.299006e-01
726 2 13 6 1.083632e+08 7.467110e-02
727 2 13 7 8.409652e+07 1.947297e-01
728 2 13 8 9.215819e+07 1.517930e-01
729 2 13 9 1.027639e+08 1.381570e-01
730 2 13 10 9.670923e+07 1.494034e-01
731 2 13 11 1.075469e+08 9.109982e-02
732 2 13 12 1.062314e+08 8.884276e-02
733 2 13 13 1.182324e+08 7.136055e-02
734 2 13 14 1.170456e+08 8.480007e-02
735 2 13 15 1.289608e+08 8.181619e-02
736 2 14 0 1.337331e+08 7.621240e-02
737 2 14 1 1.251115e+08 4.233704e-02
738 2 14 2 1.298295e+08 8.790475e-02
739 2 14 3 1.210902e+08 1.407566e-01
740 2 14 4 1.124017e+08 1.324580e-01
741 2 14 5 1.104223e+08 9.511870e-02
742 2 14 6 1.152215e+08 1.165275e-01
743 2 14 7 8.942020e+07 1.691231e-01
744 2 14 8 1.006947e+08 1.449936e-01
745 2 14 9 1.013545e+08 1.712720e-01
746 2 14 10 1.031911e+08 1.380570e-01
747 2 14 11 1.074695e+08 7.786218e-02
748 2 14 12 1.015651e+08 5.099086e-02
749 2 14 13 1.116568e+08 8.159654e-02
750 2 14 14 1.330238e+08 8.389843e-02
751 2 14 15 1.375368e+08 8.913999e-02
752 2 15 0 1.250837e+08 9.595970e-02
753 2 15 1 1.207091e+08 5.410137e-02
754 2 15 2 1.043693e+08 2.459564e-02
755 2 15 3 1.189954e+08 1.441520e-01
756 2 15 4 1.200290e+08 1.383825e-01
757 2 15 5 1.182833e+08 1.274773e-01
758 2 15 6 1.189227e+08 1.506236e-01
759 2 15 7 1.213379e+08 1.494843e-01
760 2 15 8 1.001882e+08 1.667393e-01
761 2 15 9 1.053873e+08 1.105162e-01
762 2 15 10 1.011834e+08 9.308440e-02
763 2 15 11 1.169697e+08 7.920059e-02
764 2 15 12 1.207902e+08 7.863950e-02
765 2 15 13 1.130517e+08 1.004457e-01
766 2 15 14 1.215704e+08 8.140777e-02
767 2 15 15 1.264300e+08 8.878485e-02
768 3 0 0 1.243891e+08 7.748982e-02
769 3 0 1 1.175328e+08 8.967952e-02
770 3 0 2 1.190308e+08 8.688022e-02
771 3 0 3 1.261133e+08 1.357797e-01
772 3 0 4 1.382052e+08 1.171398e-01
773 3 0 5 1.180282e+08 1.220377e-01
774 3 0 6 1.273666e+08 1.293287e-01
775 3 0 7 1.109229e+08 9.547452e-02
776 3 0 8 1.039771e+08 1.000821e-01
777 3 0 9 7.554734e+07 7.733109e-02
778 3 0 10 8.219443e+07 1.040905e-01
779 3 0 11 8.566365e+07 9.536547e-02
780 3 0 12 7.248728e+07 7.026818e-02
781 3 0 13 7.279128e+07 1.233911e-01
782 3 0 14 9.348635e+07 1.512115e-01
783 3 0 15 1.111469e+08 1.019582e-01
784 3 1 0 1.215878e+08 1.009031e-01
785 3 1 1 1.330884e+08 7.677748e-02
786 3 1 2 1.031938e+08 7.356093e-02
787 3 1 3 1.005971e+08 1.593954e-01
788 3 1 4 7.971055e+07 1.476463e-01
789 3 1 5 9.849771e+07 1.638244e-01
790 3 1 6 7.943121e+07 1.310310e-01
791 3 1 7 8.785958e+07 1.068027e-01
792 3 1 8 7.788445e+07 1.062996e-01
793 3 1 9 7.900144e+07 1.263007e-01
794 3 1 10 7.931518e+07 1.055715e-01
795 3 1 11 8.027354e+07 6.013653e-02
796 3 1 12 7.674228e+07 9.101930e-02
797 3 1 13 7.793262e+07 1.013330e-01
798 3 1 14 9.349242e+07 1.332028e-01
799 3 1 15 1.102675e+08 1.091239e-01
800 3 2 0 1.053027e+08 7.336979e-02
801 3 2 1 1.097892e+08 9.076140e-02
802 3 2 2 1.078519e+08 7.734907e-02
803 3 2 3 1.071195e+08 1.090005e-01
804 3 2 4 1.101259e+08 1.268776e-01
805 3 2 5 9.088459e+07 1.654046e-01
806 3 2 6 8.004633e+07 1.584948e-01
807 3 2 7 7.553049e+07 9.873189e-02
808 3 2 8 7.112482e+07 1.013685e-01
809 3 2 9 9.127204e+07 1.062035e-01
810 3 2 10 8.407262e+07 1.509936e-01
811 3 2 11 8.096760e+07 1.175633e-01
812 3 2 12 8.503509e+07 8.304528e-02
813 3 2 13 7.223294e+07 5.341156e-02
814 3 2 14 8.706384e+07 1.084279e-01
815 3 2 15 1.051806e+08 1.340126e-01
816 3 3 0 1.033294e+08 1.042341e-01
817 3 3 1 1.083735e+08 8.504601e-02
818 3 3 2 1.147446e+08 1.222904e-01
819 3 3 3 1.151750e+08 8.898357e-02
820 3 3 4 1.120428e+08 1.314139e-01
821 3 3 5 1.003872e+08 7.086604e-02
822 3 3 6 7.945996e+07 1.274271e-01
823 3 3 7 1.150423e+08 1.229660e-01
824 3 3 8 7.594204e+07 1.407900e-01
825 3 3 9 8.239289e+07 1.492090e-01
826 3 3 10 8.383624e+07 1.134306e-01
827 3 3 11 8.526828e+07 1.545126e-01
828 3 3 12 9.808352e+07 9.217872e-02
829 3 3 13 7.530475e+07 9.250538e-02
830 3 3 14 7.409047e+07 7.860575e-02
831 3 3 15 8.688681e+07 9.404676e-02
832 3 4 0 1.104797e+08 9.139910e-02
833 3 4 1 1.143601e+08 1.058577e-01
834 3 4 2 1.120092e+08 1.123071e-01
835 3 4 3 1.187804e+08 9.710114e-02
836 3 4 4 1.167636e+08 1.106050e-01
837 3 4 5 9.392498e+07 7.361190e-02
838 3 4 6 1.023142e+08 9.267394e-02
839 3 4 7 9.976560e+07 1.344587e-01
840 3 4 8 8.076190e+07 1.400152e-01
841 3 4 9 9.086085e+07 1.487953e-01
842 3 4 10 9.384096e+07 1.572849e-01
843 3 4 11 1.172020e+08 1.038365e-01
844 3 4 12 8.899306e+07 1.051799e-01
845 3 4 13 1.120700e+08 1.255215e-01
846 3 4 14 1.040264e+08 8.704559e-02
847 3 4 15 9.728092e+07 8.239866e-02
848 3 5 0 1.076207e+08 7.230643e-02
849 3 5 1 1.112020e+08 9.598164e-02
850 3 5 2 1.227863e+08 1.571765e-01
851 3 5 3 1.187765e+08 1.053309e-01
852 3 5 4 1.166039e+08 8.289509e-02
853 3 5 5 1.177595e+08 6.947583e-02
854 3 5 6 1.201740e+08 7.386355e-02
855 3 5 7 9.160301e+07 1.961299e-01
856 3 5 8 7.562681e+07 1.682074e-01
857 3 5 9 1.205405e+08 1.115903e-01
858 3 5 10 1.176078e+08 1.187221e-01
859 3 5 11 1.120626e+08 7.510661e-02
860 3 5 12 1.129535e+08 1.222759e-01
861 3 5 13 1.153467e+08 1.247472e-01
862 3 5 14 1.038832e+08 7.379353e-02
863 3 5 15 9.794720e+07 7.082938e-02
864 3 6 0 9.944389e+07 6.689803e-02
865 3 6 1 1.127496e+08 1.275699e-01
866 3 6 2 1.193805e+08 1.356513e-01
867 3 6 3 1.161164e+08 1.320396e-01
868 3 6 4 1.146470e+08 6.909942e-02
869 3 6 5 1.167037e+08 9.868151e-02
870 3 6 6 1.278301e+08 1.020032e-01
871 3 6 7 1.410652e+08 1.575710e-01
872 3 6 8 1.319180e+08 1.446971e-01
873 3 6 9 8.829092e+07 1.302024e-01
874 3 6 10 1.181845e+08 1.301043e-01
875 3 6 11 1.161326e+08 9.640849e-02
876 3 6 12 1.061671e+08 6.951492e-02
877 3 6 13 1.023555e+08 8.863038e-02
878 3 6 14 1.038876e+08 1.208006e-01
879 3 6 15 9.379590e+07 4.212406e-02
880 3 7 0 1.079298e+08 9.447075e-02
881 3 7 1 1.129926e+08 9.117998e-02
882 3 7 2 1.017967e+08 8.535137e-02
883 3 7 3 1.176710e+08 1.600698e-01
884 3 7 4 1.253755e+08 1.119725e-01
885 3 7 5 1.160622e+08 8.516271e-02
886 3 7 6 1.334648e+08 1.302008e-01
887 3 7 7 1.250453e+08 1.838673e-01
888 3 7 8 1.389728e+08 1.901719e-01
889 3 7 9 1.022704e+08 1.435734e-01
890 3 7 10 1.125500e+08 9.710333e-02
891 3 7 11 1.058895e+08 6.257174e-02
892 3 7 12 1.178684e+08 6.701223e-02
893 3 7 13 1.151915e+08 5.949570e-02
894 3 7 14 1.221958e+08 6.241471e-02
895 3 7 15 1.053126e+08 7.761465e-02
896 3 8 0 1.107329e+08 9.482633e-02
897 3 8 1 1.041250e+08 7.418008e-02
898 3 8 2 1.034998e+08 7.726427e-02
899 3 8 3 1.025752e+08 1.008263e-01
900 3 8 4 1.117441e+08 1.549656e-01
901 3 8 5 9.826416e+07 1.413378e-01
902 3 8 6 1.295175e+08 1.336342e-01
903 3 8 7 1.313869e+08 1.457158e-01
904 3 8 8 1.285360e+08 1.581886e-01
905 3 8 9 1.345538e+08 1.654333e-01
906 3 8 10 1.262460e+08 1.060380e-01
907 3 8 11 1.158167e+08 8.101650e-02
908 3 8 12 1.122320e+08 5.549309e-02
909 3 8 13 1.000155e+08 7.360541e-02
910 3 8 14 1.157817e+08 7.697289e-02
911 3 8 15 1.076452e+08 1.140483e-01
912 3 9 0 1.129981e+08 7.835000e-02
913 3 9 1 1.152767e+08 9.230163e-02
914 3 9 2 1.144640e+08 1.000053e-01
915 3 9 3 1.086108e+08 1.033207e-01
916 3 9 4 1.161804e+08 1.440480e-01
917 3 9 5 1.347280e+08 1.579057e-01
918 3 9 6 1.251725e+08 1.490009e-01
919 3 9 7 1.173427e+08 9.694217e-02
920 3 9 8 1.023203e+08 1.538814e-01
921 3 9 9 1.011988e+08 1.433714e-01
922 3 9 10 1.131097e+08 9.106193e-02
923 3 9 11 1.353730e+08 1.231828e-01
924 3 9 12 1.160329e+08 5.252288e-02
925 3 9 13 1.212553e+08 6.365835e-02
926 3 9 14 1.178175e+08 8.525340e-02
927 3 9 15 1.029220e+08 7.223723e-02
928 3 10 0 1.045295e+08 6.030174e-02
929 3 10 1 1.197536e+08 1.194063e-01
930 3 10 2 1.157419e+08 1.110281e-01
931 3 10 3 1.202525e+08 9.734723e-02
932 3 10 4 1.204211e+08 1.661393e-01
933 3 10 5 1.333694e+08 1.730119e-01
934 3 10 6 1.319274e+08 1.249199e-01
935 3 10 7 1.202410e+08 8.565512e-02
936 3 10 8 1.140692e+08 1.156424e-01
937 3 10 9 1.002146e+08 1.347551e-01
938 3 10 10 1.004487e+08 1.135087e-01
939 3 10 11 9.745600e+07 1.094472e-01
940 3 10 12 1.145373e+08 1.075916e-01
941 3 10 13 1.150690e+08 1.088078e-01
942 3 10 14 1.044911e+08 5.291653e-02
943 3 10 15 1.017899e+08 5.854718e-02
944 3 11 0 1.033125e+08 4.393338e-02
945 3 11 1 8.167623e+07 1.389109e-01
946 3 11 2 1.039919e+08 1.318610e-01
947 3 11 3 1.168953e+08 1.262435e-01
948 3 11 4 1.187981e+08 1.478802e-01
949 3 11 5 1.267402e+08 1.184653e-01
950 3 11 6 1.200243e+08 1.023586e-01
951 3 11 7 1.171142e+08 6.271644e-02
952 3 11 8 1.180370e+08 1.695294e-01
953 3 11 9 1.116125e+08 1.238400e-01
954 3 11 10 9.764579e+07 9.165909e-02
955 3 11 11 1.162408e+08 1.175079e-01
956 3 11 12 1.194995e+08 1.227949e-01
957 3 11 13 7.514801e+07 1.128876e-01
958 3 11 14 1.070328e+08 3.229310e-02
959 3 11 15 1.011825e+08 4.777037e-02
960 3 12 0 1.085181e+08 7.339097e-02
961 3 12 1 1.300614e+08 6.413511e-02
962 3 12 2 1.338679e+08 1.733983e-01
963 3 12 3 1.313359e+08 1.579949e-01
964 3 12 4 1.180564e+08 1.218422e-01
965 3 12 5 1.175559e+08 1.115049e-01
966 3 12 6 1.145271e+08 8.280496e-02
967 3 12 7 1.151969e+08 9.694356e-02
968 3 12 8 1.131724e+08 1.131876e-01
969 3 12 9 1.200954e+08 1.394363e-01
970 3 12 10 1.146159e+08 1.195511e-01
971 3 12 11 9.258646e+07 1.109896e-01
972 3 12 12 1.226680e+08 1.058799e-01
973 3 12 13 9.963573e+07 7.143289e-02
974 3 12 14 1.130704e+08 5.757342e-02
975 3 12 15 1.139697e+08 8.181642e-02
976 3 13 0 1.393150e+08 6.603406e-02
977 3 13 1 1.260661e+08 1.218960e-01
978 3 13 2 1.092273e+08 1.163051e-01
979 3 13 3 1.186949e+08 1.411630e-01
980 3 13 4 1.154684e+08 1.263374e-01
981 3 13 5 1.155535e+08 9.547439e-02
982 3 13 6 1.088221e+08 7.361425e-02
983 3 13 7 1.166527e+08 8.538412e-02
984 3 13 8 1.046560e+08 1.935344e-01
985 3 13 9 9.201918e+07 1.495390e-01
986 3 13 10 7.959791e+07 7.223299e-02
987 3 13 11 9.260514e+07 7.720516e-02
988 3 13 12 7.845030e+07 1.273550e-01
989 3 13 13 1.144435e+08 6.258559e-02
990 3 13 14 1.217785e+08 8.722068e-02
991 3 13 15 1.314941e+08 1.020424e-01
992 3 14 0 1.418962e+08 1.169257e-01
993 3 14 1 1.115078e+08 8.233875e-02
994 3 14 2 1.053624e+08 1.204119e-01
995 3 14 3 1.268004e+08 1.454643e-01
996 3 14 4 1.147359e+08 1.178722e-01
997 3 14 5 1.127127e+08 8.399938e-02
998 3 14 6 1.081564e+08 9.483485e-02
999 3 14 7 1.141190e+08 1.312357e-01
1000 3 14 8 1.025760e+08 1.665996e-01
1001 3 14 9 9.234990e+07 8.953409e-02
1002 3 14 10 1.125796e+08 1.053989e-01
1003 3 14 11 8.794980e+07 8.146360e-02
1004 3 14 12 7.524933e+07 9.015545e-02
1005 3 14 13 8.444134e+07 1.369451e-01
1006 3 14 14 1.136224e+08 5.262847e-02
1007 3 14 15 1.144402e+08 8.319071e-02
1008 3 15 0 1.313898e+08 1.089986e-01
1009 3 15 1 1.159614e+08 6.647908e-02
1010 3 15 2 1.173722e+08 9.807475e-02
1011 3 15 3 1.252758e+08 1.248052e-01
1012 3 15 4 1.166314e+08 1.198125e-01
1013 3 15 5 1.119140e+08 8.623394e-02
1014 3 15 6 1.082523e+08 1.069612e-01
1015 3 15 7 8.943049e+07 1.611268e-01
1016 3 15 8 9.462895e+07 1.390656e-01
1017 3 15 9 9.124734e+07 8.312705e-02
1018 3 15 10 8.957832e+07 7.548710e-02
1019 3 15 11 8.840497e+07 1.099941e-01
1020 3 15 12 8.987721e+07 1.107419e-01
1021 3 15 13 8.425673e+07 1.136616e-01
1022 3 15 14 1.113328e+08 8.346711e-02
1023 3 15 15 1.272336e+08 9.728648e-02
1024 4 0 0 1.090631e+08 5.203092e-02
1025 4 0 1 1.251159e+08 1.478342e-01
1026 4 0 2 1.129957e+08 1.421966e-01
1027 4 0 3 1.216717e+08 1.283467e-01
1028 4 0 4 1.020722e+08 1.192492e-01
1029 4 0 5 9.313763e+07 9.088676e-02
1030 4 0 6 1.202453e+08 7.242758e-02
1031 4 0 7 9.153335e+07 1.057158e-01
1032 4 0 8 7.650487e+07 1.260009e-01
1033 4 0 9 7.381643e+07 8.298917e-02
1034 4 0 10 7.808075e+07 9.895596e-02
1035 4 0 11 7.540799e+07 8.661020e-02
1036 4 0 12 7.800834e+07 8.324986e-02
1037 4 0 13 8.085431e+07 1.195415e-01
1038 4 0 14 1.049019e+08 1.653646e-01
1039 4 0 15 1.226206e+08 8.977077e-02
1040 4 1 0 1.343402e+08 1.068400e-01
1041 4 1 1 1.287263e+08 9.767581e-02
1042 4 1 2 1.338224e+08 1.059422e-01
1043 4 1 3 1.224952e+08 1.344172e-01
1044 4 1 4 1.088545e+08 1.408466e-01
1045 4 1 5 1.151192e+08 1.001491e-01
1046 4 1 6 1.076895e+08 8.308312e-02
1047 4 1 7 9.374510e+07 9.833120e-02
1048 4 1 8 7.688721e+07 9.521098e-02
1049 4 1 9 9.629448e+07 1.070024e-01
1050 4 1 10 1.270427e+08 1.283759e-01
1051 4 1 11 1.188586e+08 7.593689e-02
1052 4 1 12 1.219254e+08 8.846348e-02
1053 4 1 13 1.088670e+08 8.361740e-02
1054 4 1 14 9.081097e+07 1.130808e-01
1055 4 1 15 9.887810e+07 1.771682e-01
1056 4 2 0 1.095001e+08 1.503189e-01
1057 4 2 1 1.038234e+08 7.830451e-02
1058 4 2 2 9.079899e+07 9.954950e-02
1059 4 2 3 1.177490e+08 1.020192e-01
1060 4 2 4 1.200454e+08 1.445855e-01
1061 4 2 5 1.151706e+08 1.674251e-01
1062 4 2 6 8.385426e+07 8.596577e-02
1063 4 2 7 9.937029e+07 9.284584e-02
1064 4 2 8 7.315593e+07 5.881251e-02
1065 4 2 9 8.235837e+07 8.021543e-02
1066 4 2 10 9.589456e+07 1.843237e-01
1067 4 2 11 1.222606e+08 1.122297e-01
1068 4 2 12 1.067912e+08 9.000294e-02
1069 4 2 13 1.046684e+08 7.575688e-02
1070 4 2 14 1.101927e+08 7.058963e-02
1071 4 2 15 8.595912e+07 1.672386e-01
1072 4 3 0 1.114515e+08 7.761800e-02
1073 4 3 1 1.186536e+08 1.318586e-01
1074 4 3 2 1.247070e+08 1.072693e-01
1075 4 3 3 9.851606e+07 1.043209e-01
1076 4 3 4 1.057150e+08 7.538959e-02
1077 4 3 5 1.134873e+08 1.125579e-01
1078 4 3 6 1.097285e+08 1.227581e-01
1079 4 3 7 1.142270e+08 1.261643e-01
1080 4 3 8 7.930885e+07 9.823534e-02
1081 4 3 9 7.924883e+07 1.007265e-01
1082 4 3 10 9.775139e+07 1.775489e-01
1083 4 3 11 7.569226e+07 1.334157e-01
1084 4 3 12 1.000351e+08 1.133735e-01
1085 4 3 13 9.388090e+07 8.659408e-02
1086 4 3 14 1.178016e+08 1.230250e-01
1087 4 3 15 1.188752e+08 1.218683e-01
1088 4 4 0 1.192346e+08 9.853276e-02
1089 4 4 1 1.227306e+08 1.221132e-01
1090 4 4 2 1.311297e+08 1.468635e-01
1091 4 4 3 1.199841e+08 1.079869e-01
1092 4 4 4 1.099155e+08 7.133437e-02
1093 4 4 5 1.208685e+08 8.028447e-02
1094 4 4 6 1.170385e+08 7.405539e-02
1095 4 4 7 1.234561e+08 8.742232e-02
1096 4 4 8 8.064346e+07 9.965570e-02
1097 4 4 9 8.786836e+07 1.318801e-01
1098 4 4 10 1.231897e+08 1.017681e-01
1099 4 4 11 1.257996e+08 1.377248e-01
1100 4 4 12 1.214074e+08 1.330253e-01
1101 4 4 13 1.137504e+08 9.316713e-02
1102 4 4 14 9.985268e+07 1.185458e-01
1103 4 4 15 9.579354e+07 6.377966e-02
1104 4 5 0 9.368108e+07 5.230040e-02
1105 4 5 1 1.172341e+08 1.254640e-01
1106 4 5 2 1.323566e+08 1.607240e-01
1107 4 5 3 1.247073e+08 1.353476e-01
1108 4 5 4 1.125899e+08 6.856696e-02
1109 4 5 5 1.178734e+08 7.303662e-02
1110 4 5 6 1.137666e+08 7.826352e-02
1111 4 5 7 1.216940e+08 6.599625e-02
1112 4 5 8 1.331386e+08 1.355990e-01
1113 4 5 9 1.270248e+08 1.143774e-01
1114 4 5 10 1.088476e+08 1.677374e-01
1115 4 5 11 1.120533e+08 1.220056e-01
1116 4 5 12 1.121986e+08 8.670500e-02
1117 4 5 13 1.192283e+08 1.116913e-01
1118 4 5 14 9.871696e+07 8.579979e-02
1119 4 5 15 1.115333e+08 6.312427e-02
1120 4 6 0 1.088868e+08 8.924122e-02
1121 4 6 1 1.170170e+08 9.997569e-02
1122 4 6 2 1.200417e+08 1.392275e-01
1123 4 6 3 1.272671e+08 1.607437e-01
1124 4 6 4 1.238445e+08 1.098025e-01
1125 4 6 5 1.150996e+08 5.585229e-02
1126 4 6 6 1.179379e+08 8.156659e-02
1127 4 6 7 1.202195e+08 9.890271e-02
1128 4 6 8 1.361519e+08 9.220718e-02
1129 4 6 9 1.272121e+08 1.222491e-01
1130 4 6 10 1.175805e+08 1.320158e-01
1131 4 6 11 1.126369e+08 1.473586e-01
1132 4 6 12 1.225165e+08 1.133176e-01
1133 4 6 13 1.021864e+08 9.932300e-02
1134 4 6 14 8.425822e+07 8.105865e-02
1135 4 6 15 9.334067e+07 5.075050e-02
1136 4 7 0 1.133839e+08 1.013806e-01
1137 4 7 1 9.841952e+07 9.918940e-02
1138 4 7 2 1.079059e+08 1.338808e-01
1139 4 7 3 1.178540e+08 1.326745e-01
1140 4 7 4 1.127719e+08 9.706265e-02
1141 4 7 5 1.112088e+08 9.284747e-02
1142 4 7 6 1.217360e+08 1.393209e-01
1143 4 7 7 1.229850e+08 1.638308e-01
1144 4 7 8 1.236579e+08 1.104458e-01
1145 4 7 9 9.631270e+07 1.378376e-01
1146 4 7 10 1.204515e+08 1.412323e-01
1147 4 7 11 1.091366e+08 7.904129e-02
1148 4 7 12 9.765212e+07 1.104481e-01
1149 4 7 13 7.544521e+07 7.787774e-02
1150 4 7 14 1.053061e+08 5.052598e-02
1151 4 7 15 1.065683e+08 1.094713e-01
1152 4 8 0 1.157023e+08 1.079395e-01
1153 4 8 1 1.049840e+08 1.095918e-01
